technique,Action,Phase,Phase2,Phase3,platforms,groups.1,groups.2,groups.3,groups.4,groups.5,groups.6,groups.7,groups.8,groups.9,groups.10,groups.11,groups.12,groups.13,groups.14,groups.15,groups.16,groups.17,groups.18,groups.19,groups.20,groups.21,groups.22,groups.23,groups.24,groups.25,groups.26,groups.27,groups.28,groups.29,groups.30,groups.31,groups.32,groups.33,groups.34,groups.35,groups.36,groups.37,groups.38,groups.39,groups.40,groups.41,groups.42,groups.43,groups.44,groups.45,groups.46,groups.47,groups.48,groups.49,groups.50,groups.51,groups.52,groups.53,groups.54,groups.55,groups.56,groups.57,groups.58,groups.59,groups.60,groups.61,groups.62,groups.63,groups.64,groups.65,groups.66,groups.67,groups.68,groups.69,groups.70,groups.71,groups.72,groups.73,groups.74,groups.75,groups.76,groups.77,groups.78,groups.79,groups.80,groups.81,groups.82,groups.83,groups.84,groups.85,groups.86,data_sources,mitigations,Stealth,Noise2
T1593.001,Social Media,reconnaissance,,,PRE,G0094,G1011,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1213.004,Customer Relationship Management Software,collection,,,SaaS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1018|M1047|M1054,5,5
T1546.015,Component Object Model Hijacking,persistence,privilege-escalation,,Windows,G0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1589.001,Credentials,reconnaissance,,,PRE,G0007,G0059,G0065,G0114,G1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1195.002,Compromise Software Supply Chain,initial-access,,,Linux|Windows|macOS,G0027,G0034,G0035,G0046,G0080,G0096,G0115,G1034,G1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1016|M1051,5,5
T1036.003,Rename Legitimate Utilities,stealth,,,Linux|Windows|macOS,G0032,G0045,G0050,G0082,G0093,G1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022,3,7
T1102.002,Bidirectional Communication,command-and-control,,,ESXi|Linux|Windows|macOS,G0005,G0007,G0008,G0010,G0032,G0034,G0046,G0047,G0059,G0067,G0069,G0087,G0094,G0128,G1001,G1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021|M1031,5,5
T1203,Exploitation for Client Execution,execution,,,Linux|Windows|macOS,G0001,G0005,G0007,G0012,G0016,G0018,G0022,G0027,G0032,G0034,G0035,G0040,G0049,G0050,G0060,G0062,G0064,G0065,G0066,G0067,G0069,G0080,G0081,G0089,G0096,G0098,G0100,G0121,G0126,G0129,G0131,G0134,G0138,G0142,G1002,G1003,G1007,G1011,G1031,G1041,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1048|M1050|M1051,5,5
T1595.003,Wordlist Scanning,reconnaissance,,,PRE,G0096,G0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1042|M1056,5,5
T1667,Email Bombing,impact,,,Linux|Office Suite|Windows|macOS,G1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1054,5,5
T1562.011,Spoof Security Alerting,stealth,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1137.004,Outlook Home Page,persistence,,,Office Suite|Windows,G0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1040|M1051,5,5
T1573.002,Asymmetric Cryptography,command-and-control,,,ESXi|Linux|Network Devices|Windows|macOS,G0037,G0049,G0061,G0080,G0081,G1018,G1039,G1042,G1044,G1047,G1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1020|M1031,5,5
T1567.002,Exfiltration to Cloud Storage,exfiltration,,,ESXi|Linux|Windows|macOS,G0010,G0027,G0046,G0065,G0069,G0094,G0102,G0114,G0119,G0125,G0128,G0129,G0142,G1001,G1003,G1005,G1006,G1014,G1015,G1021,G1022,G1024,G1051,G1052,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021,5,5
T1570,Lateral Tool Transfer,lateral-movement,,,ESXi|Linux|Windows|macOS,G0010,G0034,G0050,G0051,G0059,G0093,G0096,G0102,G0114,G1003,G1007,G1017,G1030,G1032,G1043,G1046,G1047,G1048,G1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031|M1037,5,5
T1574.009,Path Interception by Unquoted Path,execution,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022|M1038|M1047,3,7
T1608.003,Install Digital Certificate,resource-development,,,PRE,G1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1168,Local Job Scheduling,execution,persistence,,Linux|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1166,Setuid and Setgid,persistence,privilege-escalation,,Linux|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1037.005,Startup Items,persistence,privilege-escalation,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022,5,5
T1100,Web Shell,persistence,privilege-escalation,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1186,Process Doppelgänging,stealth,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1184,SSH Hijacking,lateral-movement,,,Linux|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1614.001,System Language Discovery,discovery,,,Linux|Windows|macOS,G0004,G1026,G1043,G1053,G1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1095,Non-Application Layer Protocol,command-and-control,,,ESXi|Linux|Network Devices|Windows|macOS,G0022,G0037,G0047,G0068,G0125,G0129,G0135,G1002,G1003,G1013,G1022,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1030|M1031|M1037|M1047,5,5
T1075,Pass the Hash,lateral-movement,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1059.013,Container CLI/API,execution,,,Containers,G0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1038,5,5
T1027.003,Steganography,stealth,,,Linux|Windows|macOS,G0060,G0065,G0067,G0069,G0081,G0099,G0127,G0138,G1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1584.002,DNS Server,resource-development,,,PRE,G1004,G1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1671,Cloud Application Integration,persistence,,,Office Suite|SaaS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1042|M1047,5,5
T1001.003,Protocol or Service Impersonation,command-and-control,,,ESXi|Linux|Windows|macOS,G0032,G0126,G0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031,8,2
T1012,Query Registry,discovery,,,Windows,G0010,G0027,G0030,G0032,G0035,G0038,G0047,G0049,G0050,G0087,G0094,G0096,G0114,G0117,G0119,G0128,G1017,G1034,G1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1030,Data Transfer Size Limits,exfiltration,,,ESXi|Linux|Windows|macOS,G0007,G0027,G0096,G1014,G1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031,5,5
T1028,Windows Remote Management,execution,lateral-movement,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2
T1550.004,Web Session Cookie,lateral-movement,,,IaaS|Office Suite|SaaS,G1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1054,5,5
T1078.002,Domain Accounts,initial-access,persistence,privilege-escalation,ESXi|Linux|Windows|macOS,G0019,G0022,G0028,G0034,G0049,G0059,G0092,G0102,G0114,G0119,G0143,G1017,G1021,G1022,G1023,G1030,G1040,G1043,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1018|M1026|M1027|M1032,3,7
T1218.009,Regsvcs/Regasm,stealth,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038|M1042,3,7
T1034,Path Interception,persistence,privilege-escalation,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1546.018,Python Startup Hooks,persistence,privilege-escalation,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1506,Web Session Cookie,lateral-movement,stealth,,Office 365|SaaS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1553.004,Install Root Certificate,defense-impairment,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1028|M1054,5,5
T1037.003,Network Logon Script,persistence,privilege-escalation,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022,5,5
T1499,Endpoint Denial of Service,impact,,,Containers|IaaS|Linux|Windows|macOS,G0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1037,8,2
T1027.004,Compile After Delivery,stealth,,,Linux|Windows|macOS,G0047,G0069,G0106,G1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1688,Safe Mode Boot,defense-impairment,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1054,5,5
T1065,Uncommonly Used Port,command-and-control,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1614,System Location Discovery,discovery,,,IaaS|Linux|Windows|macOS,G1008,G1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1564.007,VBA Stomping,stealth,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1042,3,7
T1197,BITS Jobs,execution,persistence,stealth,Windows,G0040,G0065,G0087,G0096,G0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1028|M1037,3,7
T1127.001,MSBuild,execution,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038|M1042,3,7
T1656,Impersonation,stealth,,,Linux|Office Suite|SaaS|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1578.005,Modify Cloud Compute Configurations,defense-impairment,,,IaaS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1047,5,5
T1088,Bypass User Account Control,privilege-escalation,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1494,Runtime Data Manipulation,impact,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1090.004,Domain Fronting,command-and-control,,,ESXi|Linux|Windows|macOS,G0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1020,5,5
T1557.002,ARP Cache Poisoning,collection,credential-access,,Linux|Windows|macOS,G0003,G1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1031|M1035|M1037|M1041|M1042,5,5
T1562.008,Disable or Modify Cloud Logs,stealth,,,IaaS|Identity Provider|Office Suite|SaaS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1518.001,Security Software Discovery,discovery,,,IaaS|Linux|Windows|macOS,G0010,G0012,G0019,G0040,G0047,G0061,G0069,G0080,G0081,G0082,G0089,G0094,G0102,G0106,G0112,G0121,G0139,G0143,G1008,G1018,G1022,G1026,G1040,G1043,G1044,G1051,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1564.003,Hidden Window,stealth,,,Linux|Windows|macOS,G0007,G0009,G0022,G0046,G0047,G0050,G0052,G0059,G0073,G0078,G0079,G0094,G0099,G0126,G0133,G1022,G1051,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1033|M1038,2,8
T1493,Transmitted Data Manipulation,impact,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1127.002,ClickOnce,execution,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1021|M1042|M1045,3,7
T1059.006,Python,execution,,,ESXi|Linux|Windows|macOS,G0010,G0016,G0035,G0060,G0067,G0069,G0087,G0094,G0095,G0106,G0128,G0131,G1006,G1021,G1039,G1048,G1052,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1033|M1038|M1047|M1049,5,5
T1070.010,Relocate Malware,stealth,,,Linux|Network Devices|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1591.004,Identify Roles,reconnaissance,,,PRE,G0046,G1001,G1004,G1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1132,Data Encoding,command-and-control,,,ESXi|Linux|Windows|macOS,G1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1031,5,5
T1546.010,AppInit DLLs,persistence,privilege-escalation,,Windows,G0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038|M1051,5,5
T1598,Phishing for Information,reconnaissance,,,PRE,G0007,G0094,G0128,G1015,G1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1054,7,3
T1496,Resource Hijacking,impact,,,Containers|IaaS|Linux|SaaS|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1684.001,Impersonation,stealth,,,Linux|Office Suite|SaaS|Windows|macOS,G0007,G0069,G0090,G0094,G0096,G0099,G1004,G1015,G1031,G1033,G1044,G1046,G1052,G1054,G1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1019,3,7
T1585,Establish Accounts,resource-development,,,PRE,G0025,G0094,G0117,G1003,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1588,Obtain Capabilities,resource-development,,,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1546.002,Screensaver,persistence,privilege-escalation,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1038|M1042,5,5
T1147,Hidden Users,stealth,,,macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8
T1556.009,Conditional Access Policies,credential-access,defense-impairment,persistence,IaaS|Identity Provider,G1015,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018,5,5
T1578.002,Create Cloud Instance,defense-impairment,,,IaaS,G1004,G1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1047,5,5
T1500,Compile After Delivery,stealth,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1555.006,Cloud Secrets Management Stores,credential-access,,,IaaS,G0125,G1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026,5,5
T1213.003,Code Repositories,collection,,,SaaS,G0096,G1004,G1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1018|M1032|M1047,5,5
T1565.002,Transmitted Data Manipulation,impact,,,Linux|Windows|macOS,G0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1041,5,5
T1003.008,/etc/passwd and /etc/shadow,credential-access,,,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1027,5,5
T1543.001,Launch Agent,persistence,privilege-escalation,,macOS,G1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022,5,5
T1569,System Services,execution,,,Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1022|M1026|M1040,8,2
T1059.003,Windows Command Shell,execution,,,Windows,G0004,G0006,G0007,G0010,G0012,G0018,G0022,G0026,G0027,G0028,G0032,G0035,G0037,G0039,G0040,G0045,G0046,G0047,G0049,G0050,G0051,G0054,G0059,G0060,G0061,G0067,G0069,G0070,G0075,G0078,G0080,G0081,G0082,G0090,G0091,G0092,G0093,G0094,G0095,G0096,G0102,G0108,G0114,G0117,G0119,G0125,G0126,G0127,G0128,G0129,G0133,G0139,G0140,G0143,G1013,G1016,G1017,G1021,G1022,G1023,G1030,G1031,G1032,G1035,G1037,G1039,G1040,G1043,G1046,G1048,G1051,G1052,G1054,,,,,,,,,,,,,,,M1038,5,5
T1055.009,Proc Memory,privilege-escalation,stealth,,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022|M1040,3,7
T1223,Compiled HTML File,execution,stealth,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1650,Acquire Access,resource-development,,,PRE,G1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1056,5,5
T1601.001,Patch System Image,defense-impairment,,,Network Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1027|M1032|M1043|M1045|M1046,5,5
T1558.002,Silver Ticket,credential-access,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1026|M1027|M1041,5,5
T1213,Data from Information Repositories,collection,,,IaaS|Linux|Office Suite|SaaS|Windows|macOS,G0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1017|M1018|M1032|M1041|M1047|M1054|M1060,5,5
T1070.009,Clear Persistence,stealth,,,ESXi|Linux|Windows|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1022|M1029,3,7
T1059.012,Hypervisor CLI,execution,,,ESXi,G1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
T1146,Clear Command History,stealth,,,Linux|macOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7
T1555.004,Windows Credential Manager,credential-access,,,Windows,G0010,G0038,G0049,G0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1042,5,5
T1036.010,Masquerade Account Name,stealth,,,Containers|IaaS|Identity Provider|Linux|Office Suite|SaaS|Windows|macOS,G0022,G0035,G0059,G1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M1018|M1047,3,7
